t;x;F
8.291000;75.056588;0.831341
8.292000;75.078338;0.831092
8.293000;75.100091;0.830843
8.294000;75.121847;0.830593
8.295000;75.143605;0.830344
8.296000;75.165368;0.830095
8.297000;75.187133;0.829846
8.298000;75.208901;0.829597
8.299000;75.230672;0.829348
8.300000;75.252447;0.829100
8.301000;75.274225;0.828851
8.302000;75.296005;0.828602
8.303000;75.317789;0.828354
8.304000;75.339576;0.828105
8.305000;75.361366;0.827857
8.306000;75.383160;0.827609
8.307000;75.404956;0.827360
8.308000;75.426755;0.827112
8.309000;75.448558;0.826864
8.310000;75.470364;0.826616
8.311000;75.492172;0.826368
8.312000;75.513984;0.826120
8.313000;75.535799;0.825872
8.314000;75.557618;0.825625
8.315000;75.579439;0.825377
8.316000;75.601263;0.825130
8.317000;75.623091;0.824882
8.318000;75.644921;0.824635
8.319000;75.666755;0.824387
8.320000;75.688592;0.824140
8.321000;75.710432;0.823893
8.322000;75.732275;0.823646
8.323000;75.754121;0.823399
8.324000;75.775971;0.823152
8.325000;75.797823;0.822905
8.326000;75.819679;0.822658
8.327000;75.841537;0.822411
8.328000;75.863399;0.822164
8.329000;75.885264;0.821918
8.330000;75.907132;0.821671
8.331000;75.929003;0.821425
8.332000;75.950877;0.821178
8.333000;75.972755;0.820932
8.334000;75.994635;0.820686
8.335000;76.016519;0.820440
8.336000;76.038406;0.820194
8.337000;76.060295;0.819948
8.338000;76.082188;0.819702
8.339000;76.104084;0.819456
8.340000;76.125983;0.819210
8.341000;76.147886;0.818964
8.342000;76.169791;0.818719
8.343000;76.191700;0.818473
8.344000;76.213611;0.818227
8.345000;76.235526;0.817982
8.346000;76.257444;0.817737
8.347000;76.279365;0.817491
8.348000;76.301289;0.817246
8.349000;76.323216;0.817001
8.350000;76.345146;0.816756
8.351000;76.367080;0.816511
8.352000;76.389016;0.816266
8.353000;76.410956;0.816021
8.354000;76.432898;0.815776
8.355000;76.454844;0.815532
8.356000;76.476793;0.815287
8.357000;76.498745;0.815043
8.358000;76.520700;0.814798
8.359000;76.542659;0.814554
8.360000;76.564620;0.814309
8.361000;76.586585;0.814065
8.362000;76.608552;0.813821
8.363000;76.630523;0.813577
8.364000;76.652497;0.813333
8.365000;76.674474;0.813089
8.366000;76.696454;0.812845
8.367000;76.718437;0.812601
8.368000;76.740423;0.812357
8.369000;76.762412;0.812114
8.370000;76.784405;0.811870
8.371000;76.806401;0.811627
8.372000;76.828399;0.811383
8.373000;76.850401;0.811140
8.374000;76.872406;0.810896
8.375000;76.894414;0.810653
8.376000;76.916425;0.810410
8.377000;76.938439;0.810167
8.378000;76.960457;0.809924
8.379000;76.982477;0.809681
8.380000;77.004501;0.809438
8.381000;77.026527;0.809195
8.382000;77.048557;0.808953
8.383000;77.070590;0.808710
8.384000;77.092626;0.808467
8.385000;77.114665;0.808225
8.386000;77.136707;0.807982
8.387000;77.158753;0.807740
8.388000;77.180801;0.807498
8.389000;77.202853;0.807256
8.390000;77.224907;0.807013
8.391000;77.246965;0.806771
8.392000;77.269026;0.806529
8.393000;77.291090;0.806287
8.394000;77.313157;0.806046
8.395000;77.335227;0.805804
8.396000;77.357300;0.805562
8.397000;77.379377;0.805321
8.398000;77.401456;0.805079
8.399000;77.423539;0.804837
8.400000;77.445624;0.804596
8.401000;77.467713;0.804355
8.402000;77.489805;0.804113
8.403000;77.511900;0.803872
8.404000;77.533998;0.803631
8.405000;77.556099;0.803390
8.406000;77.578204;0.803149
8.407000;77.600311;0.802908
8.408000;77.622422;0.802667
8.409000;77.644535;0.802427
8.410000;77.666652;0.802186
8.411000;77.688772;0.801945
8.412000;77.710895;0.801705
8.413000;77.733021;0.801464
8.414000;77.755150;0.801224
8.415000;77.777282;0.800984
8.416000;77.799418;0.800743
8.417000;77.821556;0.800503
8.418000;77.843698;0.800263
8.419000;77.865842;0.800023
8.420000;77.887990;0.799783
8.421000;77.910141;0.799543
8.422000;77.932295;0.799303
8.423000;77.954452;0.799063
8.424000;77.976612;0.798824
8.425000;77.998775;0.798584
8.426000;78.020942;0.798345
8.427000;78.043111;0.798105
8.428000;78.065284;0.797866
8.429000;78.087459;0.797626
8.430000;78.109638;0.797387
8.431000;78.131820;0.797148
8.432000;78.154005;0.796909
8.433000;78.176193;0.796670
8.434000;78.198384;0.796431
8.435000;78.220579;0.796192
8.436000;78.242776;0.795953
8.437000;78.264976;0.795714
8.438000;78.287180;0.795476
8.439000;78.309387;0.795237
8.440000;78.331596;0.794999
8.441000;78.353809;0.794760
8.442000;78.376025;0.794522
8.443000;78.398244;0.794283
8.444000;78.420467;0.794045
8.445000;78.442692;0.793807
8.446000;78.464920;0.793569
8.447000;78.487152;0.793331
8.448000;78.509386;0.793093
8.449000;78.531624;0.792855
8.450000;78.553865;0.792617
8.451000;78.576109;0.792379
8.452000;78.598355;0.792142
8.453000;78.620606;0.791904
8.454000;78.642859;0.791667
8.455000;78.665115;0.791429
8.456000;78.687374;0.791192
8.457000;78.709637;0.790954
8.458000;78.731902;0.790717
8.459000;78.754171;0.790480
8.460000;78.776443;0.790243
8.461000;78.798718;0.790006
8.462000;78.820995;0.789769
8.463000;78.843276;0.789532
8.464000;78.865561;0.789295
8.465000;78.887848;0.789058
8.466000;78.910138;0.788822
8.467000;78.932432;0.788585
8.468000;78.954728;0.788349
8.469000;78.977028;0.788112
8.470000;78.999330;0.787876
8.471000;79.021636;0.787639
8.472000;79.043945;0.787403
8.473000;79.066257;0.787167
8.474000;79.088572;0.786931
8.475000;79.110890;0.786695
8.476000;79.133211;0.786459
8.477000;79.155536;0.786223
8.478000;79.177863;0.785987
8.479000;79.200194;0.785751
8.480000;79.222527;0.785516
8.481000;79.244864;0.785280
8.482000;79.267204;0.785044
8.483000;79.289547;0.784809
8.484000;79.311893;0.784574
8.485000;79.334242;0.784338
8.486000;79.356594;0.784103
8.487000;79.378950;0.783868
8.488000;79.401308;0.783633
8.489000;79.423669;0.783398
8.490000;79.446034;0.783163
8.491000;79.468402;0.782928
8.492000;79.490772;0.782693
8.493000;79.513146;0.782458
8.494000;79.535523;0.782223
8.495000;79.557903;0.781989
8.496000;79.580286;0.781754
8.497000;79.602673;0.781520
8.498000;79.625062;0.781285
8.499000;79.647454;0.781051
8.500000;79.669850;0.780817
8.501000;79.692248;0.780582
8.502000;79.714650;0.780348
8.503000;79.737055;0.780114
8.504000;79.759463;0.779880
8.505000;79.781874;0.779646
8.506000;79.804288;0.779412
8.507000;79.826705;0.779179
8.508000;79.849125;0.778945
8.509000;79.871548;0.778711
8.510000;79.893975;0.778478
8.511000;79.916404;0.778244
8.512000;79.938837;0.778011
8.513000;79.961273;0.777777
8.514000;79.983711;0.777544
8.515000;80.006153;0.777311
8.516000;80.028598;0.777078
8.517000;80.051046;0.776845
8.518000;80.073497;0.776612
8.519000;80.095951;0.776379
8.520000;80.118409;0.776146
8.521000;80.140869;0.775913
8.522000;80.163333;0.775680
8.523000;80.185799;0.775448
8.524000;80.208269;0.775215
8.525000;80.230741;0.774982
8.526000;80.253217;0.774750
8.527000;80.275696;0.774518
8.528000;80.298178;0.774285
8.529000;80.320663;0.774053
8.530000;80.343151;0.773821
8.531000;80.365643;0.773589
8.532000;80.388137;0.773357
8.533000;80.410634;0.773125
8.534000;80.433135;0.772893
8.535000;80.455639;0.772661
8.536000;80.478145;0.772429
8.537000;80.500655;0.772198
8.538000;80.523168;0.771966
8.539000;80.545684;0.771734
8.540000;80.568203;0.771503
8.541000;80.590725;0.771271
8.542000;80.613250;0.771040
8.543000;80.635778;0.770809
8.544000;80.658310;0.770578
8.545000;80.680844;0.770346
8.546000;80.703382;0.770115
8.547000;80.725922;0.769884
8.548000;80.748466;0.769653
8.549000;80.771013;0.769423
8.550000;80.793563;0.769192
8.551000;80.816116;0.768961
8.552000;80.838672;0.768730
8.553000;80.861231;0.768500
8.554000;80.883793;0.768269
8.555000;80.906358;0.768039
8.556000;80.928927;0.767809
8.557000;80.951498;0.767578
8.558000;80.974073;0.767348
8.559000;80.996650;0.767118
8.560000;81.019231;0.766888
8.561000;81.041815;0.766658
8.562000;81.064402;0.766428
8.563000;81.086992;0.766198
8.564000;81.109585;0.765968
8.565000;81.132181;0.765738
8.566000;81.154780;0.765509
8.567000;81.177382;0.765279
8.568000;81.199988;0.765049
8.569000;81.222596;0.764820
8.570000;81.245208;0.764590
8.571000;81.267822;0.764361
8.572000;81.290440;0.764132
8.573000;81.313061;0.763903
8.574000;81.335685;0.763674
8.575000;81.358312;0.763444
8.576000;81.380942;0.763215
8.577000;81.403575;0.762987
8.578000;81.426211;0.762758
8.579000;81.448850;0.762529
8.580000;81.471493;0.762300
8.581000;81.494138;0.762071
8.582000;81.516786;0.761843
8.583000;81.539438;0.761614
8.584000;81.562093;0.761386
8.585000;81.584750;0.761158
8.586000;81.607411;0.760929
8.587000;81.630075;0.760701
8.588000;81.652742;0.760473
8.589000;81.675412;0.760245
8.590000;81.698085;0.760017
8.591000;81.720761;0.759789
8.592000;81.743441;0.759561
8.593000;81.766123;0.759333
8.594000;81.788809;0.759105
8.595000;81.811497;0.758878
8.596000;81.834189;0.758650
8.597000;81.856883;0.758422
8.598000;81.879581;0.758195
8.599000;81.902282;0.757967
8.600000;81.924986;0.757740
8.601000;81.947693;0.757513
8.602000;81.970403;0.757286
8.603000;81.993116;0.757058
8.604000;82.015832;0.756831
8.605000;82.038552;0.756604
8.606000;82.061274;0.756377
8.607000;82.083999;0.756150
8.608000;82.106728;0.755924
8.609000;82.129460;0.755697
8.610000;82.152194;0.755470
8.611000;82.174932;0.755244
8.612000;82.197673;0.755017
8.613000;82.220417;0.754791
8.614000;82.243164;0.754564
8.615000;82.265914;0.754338
8.616000;82.288667;0.754112
8.617000;82.311423;0.753885
8.618000;82.334182;0.753659
8.619000;82.356945;0.753433
8.620000;82.379710;0.753207
8.621000;82.402479;0.752981
8.622000;82.425250;0.752755
8.623000;82.448025;0.752530
8.624000;82.470803;0.752304
8.625000;82.493583;0.752078
8.626000;82.516367;0.751853
8.627000;82.539154;0.751627
8.628000;82.561944;0.751402
8.629000;82.584737;0.751176
8.630000;82.607533;0.750951
8.631000;82.630333;0.750726
8.632000;82.653135;0.750501
8.633000;82.675940;0.750275
8.634000;82.698749;0.750050
8.635000;82.721560;0.749825
8.636000;82.744375;0.749600
8.637000;82.767193;0.749376
8.638000;82.790013;0.749151
8.639000;82.812837;0.748926
8.640000;82.835664;0.748701
8.641000;82.858494;0.748477
8.642000;82.881327;0.748252
8.643000;82.904163;0.748028
8.644000;82.927002;0.747804
8.645000;82.949844;0.747579
8.646000;82.972690;0.747355
8.647000;82.995538;0.747131
8.648000;83.018390;0.746907
8.649000;83.041244;0.746683
8.650000;83.064102;0.746459
8.651000;83.086962;0.746235
8.652000;83.109826;0.746011
8.653000;83.132693;0.745787
8.654000;83.155563;0.745564
8.655000;83.178436;0.745340
8.656000;83.201312;0.745116
8.657000;83.224191;0.744893
8.658000;83.247073;0.744669
8.659000;83.269958;0.744446
8.660000;83.292846;0.744223
8.661000;83.315738;0.744000
8.662000;83.338632;0.743776
8.663000;83.361530;0.743553
8.664000;83.384430;0.743330
8.665000;83.407334;0.743107
8.666000;83.430241;0.742884
8.667000;83.453150;0.742662
8.668000;83.476063;0.742439
8.669000;83.498979;0.742216
8.670000;83.521898;0.741993
8.671000;83.544820;0.741771
8.672000;83.567745;0.741548
8.673000;83.590673;0.741326
8.674000;83.613605;0.741104
8.675000;83.636539;0.740881
8.676000;83.659476;0.740659
8.677000;83.682417;0.740437
8.678000;83.705360;0.740215
8.679000;83.728307;0.739993
8.680000;83.751256;0.739771
8.681000;83.774209;0.739549
8.682000;83.797165;0.739327
8.683000;83.820124;0.739105
8.684000;83.843085;0.738884
8.685000;83.866050;0.738662
8.686000;83.889018;0.738440
8.687000;83.911990;0.738219
8.688000;83.934964;0.737997
8.689000;83.957941;0.737776
8.690000;83.980921;0.737555
8.691000;84.003904;0.737334
8.692000;84.026891;0.737112
8.693000;84.049880;0.736891
8.694000;84.072873;0.736670
8.695000;84.095868;0.736449
8.696000;84.118867;0.736228
8.697000;84.141869;0.736008
8.698000;84.164874;0.735787
8.699000;84.187882;0.735566
8.700000;84.210892;0.735345
8.701000;84.233906;0.735125
8.702000;84.256923;0.734904
8.703000;84.279944;0.734684
8.704000;84.302967;0.734464
8.705000;84.325993;0.734243
8.706000;84.349022;0.734023
8.707000;84.372055;0.733803
8.708000;84.395090;0.733583
8.709000;84.418128;0.733363
8.710000;84.441170;0.733143
8.711000;84.464215;0.732923
8.712000;84.487262;0.732703
8.713000;84.510313;0.732483
8.714000;84.533367;0.732263
8.715000;84.556424;0.732044
8.716000;84.579483;0.731824
8.717000;84.602546;0.731605
8.718000;84.625612;0.731385
8.719000;84.648682;0.731166
8.720000;84.671754;0.730947
8.721000;84.694829;0.730727
8.722000;84.717907;0.730508
8.723000;84.740988;0.730289
8.724000;84.764073;0.730070
8.725000;84.787160;0.729851
8.726000;84.810251;0.729632
8.727000;84.833344;0.729413
8.728000;84.856441;0.729194
8.729000;84.879541;0.728976
8.730000;84.902643;0.728757
8.731000;84.925749;0.728538
8.732000;84.948858;0.728320
8.733000;84.971970;0.728101
8.734000;84.995085;0.727883
8.735000;85.018203;0.727665
8.736000;85.041324;0.727446
8.737000;85.064448;0.727228
8.738000;85.087575;0.727010
8.739000;85.110706;0.726792
8.740000;85.133839;0.726574
8.741000;85.156975;0.726356
8.742000;85.180115;0.726138
8.743000;85.203257;0.725920
8.744000;85.226403;0.725703
8.745000;85.249551;0.725485
8.746000;85.272703;0.725267
8.747000;85.295858;0.725050
8.748000;85.319015;0.724832
8.749000;85.342176;0.724615
8.750000;85.365340;0.724398
8.751000;85.388507;0.724180
8.752000;85.411677;0.723963
8.753000;85.434850;0.723746
8.754000;85.458026;0.723529
8.755000;85.481205;0.723312
8.756000;85.504388;0.723095
8.757000;85.527573;0.722878
8.758000;85.550761;0.722661
8.759000;85.573953;0.722444
8.760000;85.597147;0.722228
8.761000;85.620344;0.722011
8.762000;85.643545;0.721794
8.763000;85.666749;0.721578
8.764000;85.689955;0.721361
8.765000;85.713165;0.721145
8.766000;85.736378;0.720929
8.767000;85.759593;0.720713
8.768000;85.782812;0.720496
8.769000;85.806034;0.720280
8.770000;85.829259;0.720064
8.771000;85.852487;0.719848
8.772000;85.875718;0.719632
8.773000;85.898952;0.719416
8.774000;85.922190;0.719201
8.775000;85.945430;0.718985
8.776000;85.968673;0.718769
8.777000;85.991919;0.718554
8.778000;86.015169;0.718338
8.779000;86.038421;0.718123
8.780000;86.061677;0.717907
8.781000;86.084935;0.717692
8.782000;86.108197;0.717477
8.783000;86.131461;0.717261
8.784000;86.154729;0.717046
8.785000;86.178000;0.716831
8.786000;86.201274;0.716616
8.787000;86.224550;0.716401
8.788000;86.247830;0.716186
8.789000;86.271113;0.715972
8.790000;86.294399;0.715757
8.791000;86.317688;0.715542
8.792000;86.340980;0.715327
8.793000;86.364275;0.715113
8.794000;86.387574;0.714898
8.795000;86.410875;0.714684
8.796000;86.434179;0.714470
8.797000;86.457487;0.714255
8.798000;86.480797;0.714041
8.799000;86.504110;0.713827
8.800000;86.527427;0.713613
8.801000;86.550746;0.713399
8.802000;86.574069;0.713185
8.803000;86.597395;0.712971
8.804000;86.620723;0.712757
8.805000;86.644055;0.712543
8.806000;86.667390;0.712329
8.807000;86.690727;0.712116
8.808000;86.714068;0.711902
8.809000;86.737412;0.711689
8.810000;86.760759;0.711475
8.811000;86.784109;0.711262
8.812000;86.807462;0.711048
8.813000;86.830818;0.710835
8.814000;86.854177;0.710622
8.815000;86.877540;0.710409
8.816000;86.900905;0.710196
8.817000;86.924273;0.709983
8.818000;86.947645;0.709770
8.819000;86.971019;0.709557
8.820000;86.994396;0.709344
8.821000;87.017777;0.709131
8.822000;87.041160;0.708918
8.823000;87.064547;0.708706
8.824000;87.087936;0.708493
8.825000;87.111329;0.708281
8.826000;87.134725;0.708068
8.827000;87.158123;0.707856
8.828000;87.181525;0.707643
8.829000;87.204930;0.707431
8.830000;87.228338;0.707219
8.831000;87.251749;0.707007
8.832000;87.275163;0.706795
8.833000;87.298580;0.706583
8.834000;87.322000;0.706371
8.835000;87.345423;0.706159
8.836000;87.368849;0.705947
8.837000;87.392278;0.705735
8.838000;87.415710;0.705524
8.839000;87.439146;0.705312
8.840000;87.462584;0.705101
8.841000;87.486025;0.704889
8.842000;87.509470;0.704678
8.843000;87.532917;0.704466
8.844000;87.556368;0.704255
8.845000;87.579821;0.704044
8.846000;87.603278;0.703832
8.847000;87.626737;0.703621
8.848000;87.650200;0.703410
8.849000;87.673665;0.703199
8.850000;87.697134;0.702988
8.851000;87.720606;0.702778
8.852000;87.744081;0.702567
8.853000;87.767559;0.702356
8.854000;87.791039;0.702145
8.855000;87.814523;0.701935
8.856000;87.838010;0.701724
8.857000;87.861500;0.701514
8.858000;87.884993;0.701303
8.859000;87.908489;0.701093
8.860000;87.931989;0.700883
8.861000;87.955491;0.700672
8.862000;87.978996;0.700462
8.863000;88.002504;0.700252
8.864000;88.026015;0.700042
8.865000;88.049530;0.699832
8.866000;88.073047;0.699622
8.867000;88.096567;0.699412
8.868000;88.120091;0.699202
8.869000;88.143617;0.698993
8.870000;88.167147;0.698783
8.871000;88.190679;0.698573
8.872000;88.214215;0.698364
8.873000;88.237754;0.698154
8.874000;88.261295;0.697945
8.875000;88.284840;0.697736
8.876000;88.308388;0.697526
8.877000;88.331938;0.697317
8.878000;88.355492;0.697108
8.879000;88.379049;0.696899
8.880000;88.402609;0.696690
8.881000;88.426172;0.696481
8.882000;88.449738;0.696272
8.883000;88.473307;0.696063
8.884000;88.496879;0.695854
8.885000;88.520454;0.695646
8.886000;88.544032;0.695437
8.887000;88.567613;0.695228
8.888000;88.591197;0.695020
8.889000;88.614784;0.694811
8.890000;88.638375;0.694603
8.891000;88.661968;0.694395
8.892000;88.685564;0.694186
8.893000;88.709164;0.693978
8.894000;88.732766;0.693770
8.895000;88.756371;0.693562
8.896000;88.779980;0.693354
8.897000;88.803591;0.693146
8.898000;88.827206;0.692938
8.899000;88.850823;0.692730
8.900000;88.874444;0.692522
8.901000;88.898068;0.692315
8.902000;88.921694;0.692107
8.903000;88.945324;0.691899
8.904000;88.968957;0.691692
8.905000;88.992592;0.691484
8.906000;89.016231;0.691277
8.907000;89.039873;0.691069
8.908000;89.063518;0.690862
8.909000;89.087166;0.690655
8.910000;89.110816;0.690448
8.911000;89.134470;0.690241
8.912000;89.158127;0.690034
8.913000;89.181787;0.689827
8.914000;89.205450;0.689620
8.915000;89.229117;0.689413
8.916000;89.252786;0.689206
8.917000;89.276458;0.688999
8.918000;89.300133;0.688793
8.919000;89.323811;0.688586
8.920000;89.347492;0.688380
8.921000;89.371177;0.688173
8.922000;89.394864;0.687967
8.923000;89.418554;0.687760
8.924000;89.442247;0.687554
8.925000;89.465944;0.687348
8.926000;89.489643;0.687142
8.927000;89.513346;0.686935
8.928000;89.537051;0.686729
8.929000;89.560760;0.686523
8.930000;89.584471;0.686318
8.931000;89.608186;0.686112
8.932000;89.631903;0.685906
8.933000;89.655624;0.685700
8.934000;89.679348;0.685494
8.935000;89.703074;0.685289
8.936000;89.726804;0.685083
8.937000;89.750537;0.684878
8.938000;89.774272;0.684672
8.939000;89.798011;0.684467
8.940000;89.821753;0.684262
8.941000;89.845498;0.684056
8.942000;89.869246;0.683851
8.943000;89.892997;0.683646
8.944000;89.916750;0.683441
8.945000;89.940507;0.683236
8.946000;89.964267;0.683031
8.947000;89.988030;0.682826
8.948000;90.011796;0.682621
8.949000;90.035565;0.682417
8.950000;90.059337;0.682212
8.951000;90.083113;0.682007
8.952000;90.106891;0.681803
8.953000;90.130672;0.681598
8.954000;90.154456;0.681394
8.955000;90.178243;0.681189
8.956000;90.202033;0.680985
8.957000;90.225827;0.680781
8.958000;90.249623;0.680577
8.959000;90.273422;0.680372
8.960000;90.297225;0.680168
8.961000;90.321030;0.679964
8.962000;90.344838;0.679760
8.963000;90.368650;0.679556
8.964000;90.392464;0.679353
8.965000;90.416282;0.679149
8.966000;90.440102;0.678945
8.967000;90.463926;0.678742
8.968000;90.487752;0.678538
8.969000;90.511582;0.678334
8.970000;90.535414;0.678131
8.971000;90.559250;0.677928
8.972000;90.583088;0.677724
8.973000;90.606930;0.677521
8.974000;90.630775;0.677318
8.975000;90.654622;0.677114
8.976000;90.678473;0.676911
8.977000;90.702327;0.676708
8.978000;90.726184;0.676505
8.979000;90.750043;0.676302
8.980000;90.773906;0.676100
8.981000;90.797772;0.675897
8.982000;90.821641;0.675694
8.983000;90.845513;0.675491
8.984000;90.869387;0.675289
8.985000;90.893265;0.675086
8.986000;90.917146;0.674884
8.987000;90.941030;0.674681
8.988000;90.964917;0.674479
8.989000;90.988807;0.674277
8.990000;91.012700;0.674074
8.991000;91.036596;0.673872
8.992000;91.060495;0.673670
8.993000;91.084397;0.673468
8.994000;91.108302;0.673266
8.995000;91.132210;0.673064
8.996000;91.156122;0.672862
8.997000;91.180036;0.672660
8.998000;91.203953;0.672458
8.999000;91.227873;0.672257
9.000000;91.251796;0.672055
9.001000;91.275722;0.671854
9.002000;91.299652;0.671652
9.003000;91.323584;0.671451
9.004000;91.347519;0.671249
9.005000;91.371457;0.671048
9.006000;91.395399;0.670847
9.007000;91.419343;0.670645
9.008000;91.443290;0.670444
9.009000;91.467241;0.670243
9.010000;91.491194;0.670042
9.011000;91.515151;0.669841
9.012000;91.539110;0.669640
9.013000;91.563072;0.669439
9.014000;91.587038;0.669238
9.015000;91.611006;0.669038
9.016000;91.634978;0.668837
9.017000;91.658952;0.668636
9.018000;91.682930;0.668436
9.019000;91.706910;0.668235
9.020000;91.730894;0.668035
9.021000;91.754880;0.667834
9.022000;91.778870;0.667634
9.023000;91.802862;0.667434
9.024000;91.826858;0.667234
9.025000;91.850857;0.667034
9.026000;91.874858;0.666833
9.027000;91.898863;0.666633
9.028000;91.922871;0.666434
9.029000;91.946881;0.666234
9.030000;91.970895;0.666034
9.031000;91.994912;0.665834
9.032000;92.018931;0.665634
9.033000;92.042954;0.665435
9.034000;92.066980;0.665235
9.035000;92.091009;0.665035
9.036000;92.115040;0.664836
9.037000;92.139075;0.664637
9.038000;92.163113;0.664437
9.039000;92.187154;0.664238
9.040000;92.211198;0.664039
9.041000;92.235244;0.663839
9.042000;92.259294;0.663640
9.043000;92.283347;0.663441
9.044000;92.307403;0.663242
9.045000;92.331462;0.663043
9.046000;92.355524;0.662844
9.047000;92.379589;0.662646
9.048000;92.403657;0.662447
9.049000;92.427727;0.662248
9.050000;92.451801;0.662050
9.051000;92.475878;0.661851
9.052000;92.499958;0.661652
9.053000;92.524041;0.661454
9.054000;92.548127;0.661256
9.055000;92.572216;0.661057
9.056000;92.596308;0.660859
9.057000;92.620403;0.660661
9.058000;92.644501;0.660463
9.059000;92.668602;0.660264
9.060000;92.692706;0.660066
9.061000;92.716813;0.659868
9.062000;92.740923;0.659670
9.063000;92.765036;0.659473
9.064000;92.789153;0.659275
9.065000;92.813272;0.659077
9.066000;92.837394;0.658879
9.067000;92.861519;0.658682
9.068000;92.885647;0.658484
9.069000;92.909778;0.658287
9.070000;92.933912;0.658089
9.071000;92.958049;0.657892
9.072000;92.982189;0.657694
9.073000;93.006333;0.657497
9.074000;93.030479;0.657300
9.075000;93.054628;0.657103
9.076000;93.078780;0.656906
9.077000;93.102935;0.656709
9.078000;93.127093;0.656512
9.079000;93.151255;0.656315
9.080000;93.175419;0.656118
9.081000;93.199586;0.655921
9.082000;93.223756;0.655724
9.083000;93.247930;0.655528
9.084000;93.272106;0.655331
9.085000;93.296285;0.655134
9.086000;93.320467;0.654938
9.087000;93.344652;0.654741
9.088000;93.368841;0.654545
9.089000;93.393032;0.654349
9.090000;93.417226;0.654152
9.091000;93.441423;0.653956
9.092000;93.465624;0.653760
9.093000;93.489827;0.653564
9.094000;93.514033;0.653368
9.095000;93.538243;0.653172
9.096000;93.562455;0.652976
9.097000;93.586670;0.652780
9.098000;93.610888;0.652584
9.099000;93.635110;0.652389
9.100000;93.659334;0.652193
9.101000;93.683561;0.651997
9.102000;93.707792;0.651802
9.103000;93.732025;0.651606
9.104000;93.756261;0.651411
9.105000;93.780501;0.651215
9.106000;93.804743;0.651020
9.107000;93.828988;0.650825
9.108000;93.853237;0.650630
9.109000;93.877488;0.650434
9.110000;93.901742;0.650239
9.111000;93.926000;0.650044
9.112000;93.950260;0.649849
9.113000;93.974523;0.649654
9.114000;93.998790;0.649459
9.115000;94.023059;0.649265
9.116000;94.047331;0.649070
9.117000;94.071607;0.648875
9.118000;94.095885;0.648681
9.119000;94.120166;0.648486
9.120000;94.144451;0.648291
9.121000;94.168738;0.648097
9.122000;94.193028;0.647903
9.123000;94.217322;0.647708
9.124000;94.241618;0.647514
9.125000;94.265917;0.647320
9.126000;94.290220;0.647126
9.127000;94.314525;0.646931
9.128000;94.338833;0.646737
9.129000;94.363145;0.646543
9.130000;94.387459;0.646349
9.131000;94.411776;0.646156
9.132000;94.436097;0.645962
9.133000;94.460420;0.645768
9.134000;94.484746;0.645574
9.135000;94.509076;0.645381
9.136000;94.533408;0.645187
9.137000;94.557743;0.644994
9.138000;94.582082;0.644800
9.139000;94.606423;0.644607
9.140000;94.630767;0.644413
9.141000;94.655115;0.644220
9.142000;94.679465;0.644027
9.143000;94.703818;0.643834
9.144000;94.728174;0.643641
9.145000;94.752534;0.643447
9.146000;94.776896;0.643254
9.147000;94.801261;0.643062
9.148000;94.825630;0.642869
9.149000;94.850001;0.642676
9.150000;94.874375;0.642483
9.151000;94.898752;0.642290
9.152000;94.923133;0.642098
9.153000;94.947516;0.641905
9.154000;94.971902;0.641712
9.155000;94.996292;0.641520
9.156000;95.020684;0.641328
9.157000;95.045079;0.641135
9.158000;95.069477;0.640943
9.159000;95.093879;0.640751
9.160000;95.118283;0.640558
9.161000;95.142690;0.640366
9.162000;95.167100;0.640174
9.163000;95.191513;0.639982
9.164000;95.215930;0.639790
9.165000;95.240349;0.639598
9.166000;95.264771;0.639406
9.167000;95.289196;0.639215
9.168000;95.313624;0.639023
9.169000;95.338056;0.638831
9.170000;95.362490;0.638640
9.171000;95.386927;0.638448
9.172000;95.411367;0.638257
9.173000;95.435810;0.638065
9.174000;95.460256;0.637874
9.175000;95.484705;0.637682
9.176000;95.509158;0.637491
9.177000;95.533613;0.637300
9.178000;95.558071;0.637109
9.179000;95.582532;0.636918
9.180000;95.606996;0.636727
9.181000;95.631463;0.636536
9.182000;95.655933;0.636345
9.183000;95.680406;0.636154
9.184000;95.704882;0.635963
9.185000;95.729361;0.635772
9.186000;95.753843;0.635582
9.187000;95.778328;0.635391
9.188000;95.802816;0.635200
9.189000;95.827307;0.635010
9.190000;95.851801;0.634819
9.191000;95.876298;0.634629
9.192000;95.900798;0.634439
9.193000;95.925301;0.634248
9.194000;95.949807;0.634058
9.195000;95.974316;0.633868
9.196000;95.998828;0.633678
9.197000;96.023343;0.633488
9.198000;96.047861;0.633298
9.199000;96.072382;0.633108
9.200000;96.096906;0.632918
9.201000;96.121432;0.632728
9.202000;96.145962;0.632538
9.203000;96.170495;0.632348
9.204000;96.195031;0.632159
9.205000;96.219570;0.631969
9.206000;96.244112;0.631779
9.207000;96.268656;0.631590
9.208000;96.293204;0.631401
9.209000;96.317755;0.631211
9.210000;96.342309;0.631022
9.211000;96.366865;0.630832
9.212000;96.391425;0.630643
9.213000;96.415988;0.630454
9.214000;96.440554;0.630265
9.215000;96.465122;0.630076
9.216000;96.489694;0.629887
9.217000;96.514269;0.629698
9.218000;96.538846;0.629509
9.219000;96.563427;0.629320
9.220000;96.588010;0.629132
9.221000;96.612597;0.628943
9.222000;96.637187;0.628754
